id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13192169,Habitación en Barrio Cultural y Centrico en el DF,73842286,LaEmbajada,,Cuauhtémoc,19.44455,-99.15639,Private room,574,6,0,,,2,173
13192259,Room,59812406,Clementine,,La Magdalena Contreras,19.32541,-99.23405,Private room,803,1,1,2016-10-31,0.03,1,364
13193058,Nice room near Reforma,41866931,Cristobal,,Cuauhtémoc,19.42823,-99.17375,Private room,401,1,29,2019-06-21,0.83,2,185
13200697,"Sit out on the Balcony of this Chic, Renovated Atelier",72969330,Nathalie,,Miguel Hidalgo,19.43124,-99.18278,Entire home/apt,8603,1,35,2019-05-27,0.97,23,322
13202986,"PH9 · Trendy Penthouse ""Laredo Summit""",72969330,Nathalie,,Cuauhtémoc,19.41278,-99.17136,Entire home/apt,6691,1,53,2019-04-17,1.43,23,302
13203346,"Spectacular view from the double height PH ""Arie""",72969330,Nathalie,,Cuauhtémoc,19.41202,-99.17082,Entire home/apt,4550,1,61,2019-05-05,1.64,23,313
13203920,Habitación Art Decó en el corazón de Condesa,8717496,Carmen,,Cuauhtémoc,19.41337,-99.16698,Private room,593,2,1,2016-11-21,0.03,1,0
13205440,Urban Room Hostel Grupos grandes,37183129,Urban Oasis,,Benito Juárez,19.38929,-99.16945,Private room,306,1,28,2019-02-25,0.80,20,365
13205703,Urban Premium Room,37183129,Urban Oasis,,Benito Juárez,19.38863,-99.16962,Private room,344,1,51,2019-03-15,1.44,20,180
13206141,Cómoda recámara cerca de Santa Fe.,73999947,Ilaine Paola,,Álvaro Obregón,19.3405,-99.24821,Private room,325,2,1,2017-04-28,0.04,1,28
13215807,Townhouse boutique!,38490822,Martina,,Miguel Hidalgo,19.4431,-99.20684,Entire home/apt,2103,2,66,2019-06-16,1.84,1,338
13216237,Lujosas suites en el corazon de Polanco,67948054,Sergio,,Miguel Hidalgo,19.42712,-99.19829,Entire home/apt,5544,1,0,,,4,365
13217151,Beautiful house Mexico City,74129317,Lu,,Miguel Hidalgo,19.42131,-99.21218,Entire home/apt,6691,5,0,,,1,358
13217735,LAREDO PB · Intimate Hideout Studio,72969330,Nathalie,,Cuauhtémoc,19.41361,-99.17076,Private room,2294,1,37,2019-06-03,1.00,23,335
13221271,Boutique Hostel lifestyle for Groups!,35406862,Thor,,Cuauhtémoc,19.42704,-99.1356,Shared room,1147,1,0,,,18,363
13222646,Piso amueblado con espacios increibles...,2337914,Enrique,,Cuauhtémoc,19.43091,-99.17052,Entire home/apt,3059,1,0,,,9,327
13223292,RENOVATED 3 STORY HOUSE in the HEART of COYOACAN!,4408351,Sofia,,Coyoacán,19.35107,-99.16649,Entire home/apt,2294,2,88,2019-06-16,2.50,1,124
13223794,MI CASA ES TU CASA,74205218,Kasia & Rodolfo,,Cuauhtémoc,19.41314,-99.15578,Private room,574,2,8,2018-12-19,0.25,1,83
13224090,Two floor bungalow in Coyoacán,74205119,Dora Pellicer,,Coyoacán,19.3402,-99.16339,Entire home/apt,2868,3,0,,,1,362
13225175,Bello PentHouse en Colonia Roma,27563693,Lily,,Cuauhtémoc,19.41616,-99.16163,Private room,497,2,122,2019-06-16,3.47,1,230
13225446,COZY & CHARMY ROOM IN THE BEST AREA OF MEXICO CITY,74215817,Tommy,,Cuauhtémoc,19.40733,-99.17371,Private room,1338,1,0,,,1,88
13234994,Inmejorables vistas en la Ciudad de Mexico,2337914,Enrique,,Cuauhtémoc,19.42545,-99.17316,Entire home/apt,7647,1,0,,,9,296
13235362,Great place to enjoy Mexico City,52803591,Abel,,Coyoacán,19.34507,-99.16224,Entire home/apt,593,3,86,2019-05-30,2.45,3,306
13237101,Cozy and modern room in Polanco / Carso,21711981,Cherry Anne,,Miguel Hidalgo,19.44143,-99.20112,Private room,287,1,0,,,1,0
13237868,Un rinconcito muy céntrico,59661228,Clau,,Miguel Hidalgo,19.45538,-99.17018,Private room,478,1,0,,,1,89
13239805,illuminated room 明るい部屋,74376994,Sayaka,,Miguel Hidalgo,19.40554,-99.18139,Private room,497,7,0,,,1,358
13243273,Habitación 2 cuadras de Polanco,8161091,Carlos,,Miguel Hidalgo,19.43491,-99.18106,Private room,860,4,0,,,1,83
13247289,departamento tranquilo en san miguel chapultepec,73939504,Riccardo,,Miguel Hidalgo,19.40986,-99.18821,Entire home/apt,516,2,0,,,1,0
13249212,"Relaxing natural lighting in ""Gardens Retreat""",72969330,Nathalie,,Cuauhtémoc,19.41411,-99.17083,Entire home/apt,4779,1,46,2019-04-30,1.24,23,324
13249311,"LAREDO 6 · Modern eclecticism in ""Amsterdam Road""",72969330,Nathalie,,Cuauhtémoc,19.41216,-99.17165,Entire home/apt,4206,1,28,2019-04-29,0.76,23,309
13251518,POLANCO LOVE U ROOM,13563103,Lety,,Miguel Hidalgo,19.4318,-99.20028,Private room,421,1,32,2018-01-25,0.92,9,363
13256174,Almost like home!,25327047,Erneste,,Tlalpan,19.29755,-99.12252,Private room,306,3,3,2019-02-15,0.09,2,90
13257941,Beautiful apartment Insurgentes-Mixcoac,40436991,Luis Fernando,,Benito Juárez,19.37684,-99.18538,Shared room,344,1,0,,,1,0
13257995,"Charming House, Colonia Doctores 152 A",74610955,Wallis,,Cuauhtémoc,19.41637,-99.15053,Private room,344,2,0,,,1,83
13258446,"Centrally located, cozy & cómodo",5222327,Jackal,,Cuauhtémoc,19.43365,-99.1597,Private room,287,1,9,2018-06-10,0.46,1,232
13264717,Cuarto independiente para una persona,74695346,Laura,,Coyoacán,19.35507,-99.13165,Private room,459,1,0,,,3,89
13264804,Cuarto privado amueblado,74695346,Laura,,Coyoacán,19.35376,-99.13186,Private room,497,1,2,2018-11-18,0.13,3,365
13265214,Private Room with Terrace,24084091,Alejandro,,Álvaro Obregón,19.36517,-99.19984,Private room,325,1,10,2018-10-26,0.30,1,363
13276867,Polanco/Carso,74829789,Guadalupe,,Miguel Hidalgo,19.44099,-99.20768,Entire home/apt,1128,3,1,2016-06-19,0.03,1,0
13280150,Private room. Napoles CDMX,74868168,Ivonne,,Benito Juárez,19.39616,-99.17712,Private room,344,2,16,2019-02-17,0.69,1,111
13280786,Amazing Apartment with the Best View of Polanco,74217584,Alejandro,,Miguel Hidalgo,19.43616,-99.20709,Private room,956,4,1,2016-08-11,0.03,1,89
13281461,"""Las dos Elenas""",63318133,Eva Beatriz,,Coyoacán,19.30623,-99.17146,Entire home/apt,421,3,20,2019-03-30,0.55,3,1
13283510,Hospedate muy cerca de WTC México,74920784,Letty,,Benito Juárez,19.397,-99.1766,Private room,1816,3,0,,,1,365
13283859,"Your home in Mexico city. A ""local"" experience.",1222626,Eder,,Cuauhtémoc,19.42191,-99.15303,Private room,268,3,29,2019-06-03,0.78,5,365
13291322,"Heart of Coyoacan near UNAM, Room C",23738038,Maite Y Gabriela,,Coyoacán,19.34623,-99.1584,Private room,325,3,14,2019-02-26,0.38,4,258
13293661,Room in the best spot in Mexico City CONDESA,75024939,Montserrat,,Cuauhtémoc,19.41037,-99.17411,Private room,363,2,0,,,1,0
13293812,Cuarto para estudiantes FES ZARAGO,73842404,Alejandro,,Iztapalapa,19.37246,-99.03668,Shared room,229,1,1,2016-07-28,0.03,1,50
13294167,SKY DUMMY LISTING,8905097,★The Local Apple★,,Cuauhtémoc,19.41154,-99.17386,Private room,57351,1,1,2016-07-11,0.03,13,351
13295657,Bright private room near Bellas Artes,25080980,Diego,,Cuauhtémoc,19.43706,-99.13977,Private room,401,2,87,2019-06-18,2.61,2,7
13298321,"Gorgeous, Bright & Stylish Apartment",47145810,Salvador,,Cuauhtémoc,19.42851,-99.15596,Entire home/apt,994,2,81,2019-06-03,2.23,3,24
13298593,Depto de diseñador/artista cerca de Coyoacán,70577974,Victor,,Benito Juárez,19.36589,-99.16083,Shared room,191,1,0,,,1,0
13299278,Habitación privada en Colonia Del Valle,75092695,Maclovia,,Benito Juárez,19.37894,-99.17396,Private room,382,5,0,,,1,0
13299557,"La Casa del Árbol, beautiful space near San Angel",15247263,Frida,,Álvaro Obregón,19.36157,-99.18964,Entire home/apt,765,2,57,2019-06-15,3.29,1,255
13299881,In the heart of the city! #6,65005671,Manuel,,Cuauhtémoc,19.43199,-99.16342,Entire home/apt,994,7,12,2019-01-19,0.34,5,129
13301453,Unique and sunny floor in the hearth of  Hipodromo,43302879,Cecilia,,Cuauhtémoc,19.4092,-99.17258,Entire home/apt,1243,2,173,2019-06-21,4.68,3,313
13302390,Incredible room with sofa in countess,69919087,Daniel,,Cuauhtémoc,19.41141,-99.1793,Private room,325,1,27,2019-05-18,0.77,6,354
13306397,Quiet Apartment in the South area of the City.,75171289,Normand,,La Magdalena Contreras,19.31249,-99.23265,Private room,287,1,8,2019-05-18,0.22,1,89
13310841,Beautiful Mini Loft w/ Roof Garden in Narvarte,42722652,Natalia & Jorge,,Benito Juárez,19.38443,-99.15333,Entire home/apt,994,2,46,2019-06-06,1.63,1,12
13311781,Bedroom with private bathroom in Escandón CDMX,75218313,Patricio,,Miguel Hidalgo,19.40287,-99.18229,Private room,249,3,23,2019-02-12,0.69,2,70
13312598,"Great place, Mexico City ,close to HospitalAngeles",41068533,Maria,,La Magdalena Contreras,19.31356,-99.22652,Private room,765,2,32,2019-05-27,0.89,1,89
13315210,Roma Condesa. Nice 2 bedroom apartment.,50785350,Alberto,,Cuauhtémoc,19.4205,-99.1657,Entire home/apt,1873,2,84,2019-04-22,2.45,1,167
13316117,"Downtown industrial style apt, 1 privt room.",75277217,Hugo,,Cuauhtémoc,19.44356,-99.14606,Private room,287,1,59,2018-12-16,1.64,3,174
13316474,"Pristine High-End Location Santa Fe, CDMX",10259217,Rafael,,Cuajimalpa de Morelos,19.36611,-99.26776,Entire home/apt,3804,3,0,,,1,364
13317374,"Ubicadisima, bella y super equipada",32234917,Irma,,Cuauhtémoc,19.41284,-99.17935,Private room,2447,2,24,2019-05-19,0.76,2,0
13317868,Charming one bedroom apartment!,22092269,Begoña,,Benito Juárez,19.38178,-99.1821,Entire home/apt,612,2,7,2018-02-24,0.23,1,328
13317884,"CONDESA, MEJOR precio/calidad",50147475,Luis & Leo,,Cuauhtémoc,19.41276,-99.17414,Private room,497,1,85,2019-06-10,2.35,4,355
13320670,Moderno Loft a cuadras del WTC,48593668,David,,Benito Juárez,19.38927,-99.1684,Entire home/apt,5735,4,0,,,1,0
13324546,Cuarto en bonito residencial a 10 min de Santa Fe,75194051,Carlos,,Álvaro Obregón,19.36611,-99.24177,Private room,191,1,0,,,1,0
13325640,"Col COVE, sólo damas, cuarto privado.",5036713,Georgina,,Álvaro Obregón,19.40061,-99.19912,Private room,210,90,5,2018-09-01,0.14,4,364
13328543,Cool bedroom near Reforma,7352902,Salvo,,Cuauhtémoc,19.43074,-99.16869,Private room,363,1,94,2019-05-05,2.56,2,364
13332846,Apartamento Moderno con Raíces Mexicanas y Detalles de Color,72969330,Nathalie,,Cuauhtémoc,19.4137,-99.17101,Entire home/apt,4779,1,40,2019-05-29,1.08,23,309
13332862,Luminoso estudio en Condesa.,75465713,Giovanna,,Cuauhtémoc,19.40518,-99.1691,Entire home/apt,707,2,1,2019-04-05,0.37,1,94
13333036,Departamento Cómodo y Moderno en el Centro de Condesa,72969330,Nathalie,,Cuauhtémoc,19.41276,-99.17167,Entire home/apt,2275,1,35,2019-06-02,0.94,23,350
13334291,CASA MUSEO DE LA INTERVENCIÓN ARQUITECTÓNICA,75489284,Moises,,Miguel Hidalgo,19.40529,-99.23457,Private room,1912,1,0,,,1,89
13334565,Cómodas habitaciones en San Ángel,67761105,Jorge,,Álvaro Obregón,19.34123,-99.19705,Private room,401,2,1,2018-06-16,0.08,7,183
13347170,Sierra Candela 201,26857501,Alfred,,Miguel Hidalgo,19.4336,-99.21175,Entire home/apt,1721,1,12,2018-03-29,0.32,6,267
13357464,"Hermoso loft, con excelente vista.",62684666,Fabian,,Cuauhtémoc,19.4343,-99.15247,Entire home/apt,918,2,109,2019-06-14,2.98,3,53
13361477,"Condesa , Precioso Loft    110 mts cuadrados",19615454,Fernando,,Cuauhtémoc,19.41062,-99.16821,Entire home/apt,1893,7,0,,,1,0
13361482,Small Room with independent access at Coyoacan,41489963,Gerardo (Mónica'S Father),,Coyoacán,19.34198,-99.14728,Private room,210,3,46,2019-04-22,1.26,8,267
13362022,Excelent 02 level-01 Bedroom Apartment,61872126,Jose Luis,,Miguel Hidalgo,19.43657,-99.1894,Entire home/apt,1243,30,1,2016-12-23,0.03,20,363
13372658,Cuarto cerca de UACM tezonco,75927636,Georgina,,Iztapalapa,19.30583,-99.05993,Private room,229,1,0,,,2,180
13375525,"Linda Casa céntrica Cuajimalpa, muy acogedora!",75977385,Felix,,Cuajimalpa de Morelos,19.36309,-99.30083,Entire home/apt,631,1,2,2018-10-27,0.24,2,365
13376361,La Casa Azul,15607965,Carla,,Coyoacán,19.35058,-99.15326,Entire home/apt,1147,4,27,2018-12-31,0.81,2,310
13376833,2 Flats Together Next Door,22931264,Chio & Alejandro,,Cuauhtémoc,19.41717,-99.15699,Entire home/apt,5162,3,17,2019-01-21,0.48,13,364
13377447,Cómodo y lindo Estudio en la ROMA!,76003736,Danna,,Cuauhtémoc,19.40838,-99.16201,Private room,344,4,8,2018-11-30,0.25,2,217
13378940,BEATIFUL ROOM BEHIND ZOCALO AND ST. DOMINGO SQUARE,76028290,Juan,,Cuauhtémoc,19.43737,-99.13268,Private room,287,2,5,2018-05-06,0.14,2,174
13381190,"Executive, modern, just renovated in Condesa",9035721,Laura,,Cuauhtémoc,19.4134,-99.17111,Entire home/apt,1491,2,11,2019-06-05,0.78,1,17
13386654,Suite #422  Sencilla- 01 Recámara 01 Baño,61872126,Jose Luis,,Miguel Hidalgo,19.42866,-99.19012,Entire home/apt,956,7,14,2019-06-02,0.53,20,363
13389120,EcoCamp Ajusco - Villa Alpina,61598372,Jose Luis,,Tlalpan,19.21218,-99.22694,Entire home/apt,3193,1,0,,,2,363
13389168,Habitación amplia e iluminada!,73209284,Deifilia,,Coyoacán,19.35083,-99.14882,Private room,325,1,17,2017-06-08,0.47,1,125
13390004,HABITACIÒN  INDIVIDUAL EN COL DEL VALLE CENTRO,3489734,Teresa,,Benito Juárez,19.39592,-99.1603,Private room,382,2,1,2017-11-21,0.05,3,142
13391074,Beautiful apartment in Roma-Condesa !!!,26557671,Natasia,,Cuauhtémoc,19.40226,-99.16347,Entire home/apt,1051,4,19,2019-03-01,0.55,1,363
13391519,Departamento NUEVO AMUEBLADO en CONDESA-ESCANDON,76161253,Ana Martha,,Miguel Hidalgo,19.40292,-99.17458,Entire home/apt,841,2,47,2019-04-21,1.65,1,324
13392070,Private room,37421422,Eduardo,,Miguel Hidalgo,19.43326,-99.18692,Private room,746,2,6,2018-11-23,0.19,5,355
13392459,Creative Boutique in the Heart of the City,7323488,Jimmie,,Cuauhtémoc,19.42814,-99.13746,Private room,459,1,154,2019-06-15,4.17,9,291
13394014,Room in lovely apartment near to everything!,50154603,Astrid,,Benito Juárez,19.3746,-99.19014,Private room,229,2,4,2017-12-22,0.11,1,148
13396216,En el corazón de la Ciudad y la Reforma,64640921,Nina,,Cuauhtémoc,19.42712,-99.17234,Entire home/apt,2007,2,0,,,1,0
13396919,Nice bedroom in the heart of Reforma,76218567,Rodrigo,,Cuauhtémoc,19.42596,-99.17554,Private room,401,1,5,2017-09-08,0.18,1,0
13397241,"Rento suite por semana, quincena o mes",72318105,Alberto,,Cuauhtémoc,19.43775,-99.1477,Entire home/apt,612,7,25,2019-06-14,0.70,5,324
13398036,"Departamento privado 2 recámaras, estacionamiento",70937648,Victor,,Cuauhtémoc,19.43353,-99.14517,Entire home/apt,1204,1,259,2019-06-12,7.34,16,302
13398244,Lovely Suite / Excelent Location,37187937,Rodrigo,,Miguel Hidalgo,19.42979,-99.19618,Entire home/apt,1128,2,110,2019-06-02,3.02,1,55
13398508,Eclectic cozy apartment,16106466,Ilka,,Cuauhtémoc,19.40674,-99.16896,Private room,382,3,15,2018-07-27,0.43,2,89
13398757,AMAZING HOUSE IN THE HEART OF POLANCO-MEXICO,75283734,Alejandro,,Miguel Hidalgo,19.42935,-99.18949,Entire home/apt,8603,8,0,,,1,89
13399378,Departamento Desierto de los Leones 15 mi Santa fe,76259511,Felipe,,Álvaro Obregón,19.33988,-99.23842,Entire home/apt,440,1,6,2019-05-05,0.52,1,179
13402271,In Condesa beautiful room-yacuzzi,32234917,Irma,,Cuauhtémoc,19.41653,-99.17883,Private room,860,1,17,2019-05-26,0.53,2,361
13406130,"Condesa, lovely apartment.",48190358,Arianna,,Cuauhtémoc,19.40668,-99.17426,Entire home/apt,898,3,120,2019-06-09,3.33,1,55
13410402,Nice Room close to Santa Fe,74702565,Nadia,,Álvaro Obregón,19.39335,-99.23477,Private room,363,3,15,2019-02-26,0.45,1,204
13411437,Join our family in the heart of the town,57267861,Daniele,,Cuauhtémoc,19.41693,-99.17574,Private room,210,4,0,,,1,0
13414970,"La Casa de Ladrillo (Brick House), Santa Fe, L201",76421517,Elena,,Cuajimalpa de Morelos,19.36982,-99.28472,Private room,669,2,0,,,7,363
13415611,Cuarto y baño independiente 10 minutos de Santa Fe,76430461,Monica,,Cuajimalpa de Morelos,19.37862,-99.27067,Private room,344,1,24,2019-06-15,0.70,2,228
13415704,Private Apartment + Patio near Condesa and WTC,76430925,Gustavo,,Benito Juárez,19.38203,-99.17196,Entire home/apt,497,2,71,2019-06-18,2.28,1,178
13416015,Rento habitación en el Corazón de la condesa,76227210,Veronica,,Cuauhtémoc,19.41195,-99.17742,Private room,707,5,2,2017-03-13,0.06,1,363
13417123,Hermoso departamento frente a parque en Polanco,14281208,Jose,,Miguel Hidalgo,19.42929,-99.19921,Entire home/apt,2868,2,2,2016-10-31,0.06,1,0
13417415,Modern 2 Beds Apt. W/Terrace Polanco,5755202,Andres,,Miguel Hidalgo,19.43673,-99.18977,Entire home/apt,1778,3,45,2019-06-18,1.33,40,83
13426769,"Historical, sunny and stylish flat",10699012,Mariana,,Cuauhtémoc,19.4503,-99.1627,Entire home/apt,497,1,32,2018-02-25,1.00,1,229
13429643,Cuarto Privado en CDMX,76575952,Vonna,,Miguel Hidalgo,19.45031,-99.18,Private room,554,2,4,2018-12-16,0.11,1,178
13430622,Beautiful room in the best location in México City,6546974,Yaz,,Benito Juárez,19.39281,-99.18023,Private room,1051,1,0,,,1,0
13432933,Excelente ubicación en el D.F.,67470346,Arturo,,Cuauhtémoc,19.42346,-99.17288,Entire home/apt,1950,2,99,2019-06-01,3.14,1,83
13433667,Cómodo departamento en Santa Fe,57035367,Damian,,Álvaro Obregón,19.38023,-99.25458,Private room,650,1,0,,,1,3
13434397,Idealmente ubicado departamento Art déco Roma Sur,76277910,Vanessa,,Cuauhtémoc,19.40487,-99.16727,Entire home/apt,593,1,21,2019-02-03,0.59,1,0
13435584,Nice bright flat near downtown,33701784,Daniela,,Cuauhtémoc,19.42276,-99.17016,Entire home/apt,1912,3,0,,,1,0
13436327,Excelente Habitación en CDMX,76659217,Ángel,,Cuauhtémoc,19.46444,-99.14016,Private room,325,1,13,2018-12-15,0.46,1,87
13451660,"A unas calles de Reforma, céntrico y cómodo depto.",27015792,María,,Cuauhtémoc,19.43383,-99.16847,Entire home/apt,574,2,155,2019-06-06,4.27,2,94
13452812,Bonito departamento de 62 m2 acogedor y centrico,76847021,Rafael,,Miguel Hidalgo,19.40209,-99.18349,Entire home/apt,879,2,110,2019-06-05,3.02,1,352
13459462,Trendy flat for rent / best location México city,4578519,María Virginia,,Cuauhtémoc,19.42094,-99.16257,Entire home/apt,669,5,24,2019-05-19,0.68,1,174
13463360,"Casa Moctezuma Coyoacan, Colonia El Carmen",72770846,Zulema,,Coyoacán,19.35167,-99.16244,Private room,2103,1,5,2018-11-04,0.16,3,90
13466334,"Right by everything, feels like a small town",40952309,Rick,,Benito Juárez,19.40205,-99.1629,Entire home/apt,401,14,14,2018-11-30,0.40,1,0
13466517,nuestro hogar y estudio creativo,18152754,Gerardo,,Cuauhtémoc,19.4205,-99.17578,Private room,650,2,6,2016-12-15,0.17,1,0
13466649,RECAMARA CAMA MATRIMONIAL Y DESAYUNO CONTINENTAL,45209419,Ma. Eugenia,,Miguel Hidalgo,19.43033,-99.18251,Private room,612,2,10,2019-05-21,0.27,2,358
13467069,"Light-filled architectural gem, amazing location",3265817,Naomi,,Cuauhtémoc,19.42637,-99.15408,Entire home/apt,1434,2,18,2019-06-03,0.56,1,0
13475590,Lovely “Garden House” in Be Grand Coyoacán,77112473,Humberto,,Coyoacán,19.31414,-99.14128,Entire home/apt,1204,7,0,,,1,326
13478443,Mexico Condesa cozy apartment,47285485,Lorena,,Cuauhtémoc,19.40779,-99.17343,Entire home/apt,688,3,48,2019-04-08,1.32,2,268
13479615,Splendour location flat in the lovely Polanco.,77170301,Ricardo,,Miguel Hidalgo,19.43168,-99.18727,Entire home/apt,726,1,148,2019-06-14,4.94,6,354
13487887,Céntrico Departamento,45940829,Guillermina,,Cuauhtémoc,19.43912,-99.14606,Private room,249,1,10,2018-11-20,0.31,1,365
13492108,Charming CDMX Base in a Secure Building,66113264,Stanley,,Cuauhtémoc,19.41785,-99.16419,Entire home/apt,3097,1,67,2019-05-18,1.82,5,304
13494145,Eclectic one bedroom  very well located apartment,16106466,Ilka,,Cuauhtémoc,19.40433,-99.17067,Entire home/apt,765,2,0,,,2,0
13494320,Cozy Apartment 10 minutes away from Santa Fe,77353448,Rocio,,Cuajimalpa de Morelos,19.36756,-99.29985,Private room,401,2,9,2018-07-01,0.25,1,174
13495163,"Cozy, classic, fully equiped Apt at Letran Valle",45912316,Francisco,,Benito Juárez,19.37632,-99.15512,Entire home/apt,860,1,40,2019-04-21,1.10,6,361
13495969,"Beautiful Flat, Reforma.",77381212,Susana,,Cuauhtémoc,19.42214,-99.17197,Entire home/apt,1185,2,81,2019-06-20,2.22,1,39
13496061,DEPA EN CONDESA,70364366,Luis Alberto,,Cuauhtémoc,19.41152,-99.18123,Private room,229,15,0,,,1,0
13496434,Casa completa sur de la ciudad.,62684666,Fabian,,Tlalpan,19.27803,-99.14329,Entire home/apt,459,2,24,2019-01-10,0.74,3,61
13496555,Room 2 House of Light and Color in Coyoacan,25416724,Dora,,Coyoacán,19.33499,-99.1763,Private room,440,2,49,2019-06-22,1.36,7,354
13504088,Apartment in La Roma,62248099,Diego,,Cuauhtémoc,19.42162,-99.16661,Entire home/apt,1243,3,0,,,1,0
13505249,"Modern, Industrial Apartment with Zen Garden / A",50305161,Host Me Tender,,Cuauhtémoc,19.40957,-99.17336,Entire home/apt,1587,3,65,2019-06-09,1.83,4,313
13506548,"Modern, Design Apartment with Street View / B",50305161,Host Me Tender,,Cuauhtémoc,19.40928,-99.17293,Entire home/apt,1893,3,95,2019-05-30,2.73,4,282
